Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.178969038,3.924133418,0.41955108,0.428243262,2.225688749,1.739749823,2.229999967,2.465030029,1.527446298,0.564174893
Germany,DEU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,44550,47220,46530,47190,47620,45850,44290,43680,47150,48520
Germany,DEU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,39760,43630,44400,46040,47950,48770,51810,54370,55980,57690
Germany,DEU,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,3.64312E+12,3.79091E+12,3.74205E+12,3.80573E+12,3.85664E+12,3.74519E+12,3.64723E+12,3.61029E+12,3.90914E+12,4.03355E+12
Germany,DEU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3.2515E+12,3.50247E+12,3.5709E+12,3.71258E+12,3.88339E+12,3.98377E+12,4.26642E+12,4.49392E+12,4.64107E+12,4.79566E+12
Germany,DEU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,20.06578537,21.63523367,19.71598836,20.05374642,20.37029066,19.99943896,20.21371367,20.74712095,21.79869452,21.55149176
Germany,DEU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,17.00726106,16.44902337,17.35816002,17.39516743,17.29072942,17.89304194,18.21858982,15.85630345,15.77796239,16.36822656
Germany,DEU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97,97,97,97,97,97,97,97,97,97
Germany,DEU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,37.30315083,40.14898499,40.20693474,39.66019884,39.00083008,39.28655114,38.65996618,40.29596393,41.25473557,41.13049857
Germany,DEU,Income share held by lowest 20%,SI.DST.FRST.20,8.4,8.5,..,8.2,..,7.8,7.6,..,..,..
Germany,DEU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,26.84889253,27.06897192,27.28398614,26.78261334,27.01099599,27.06455626,27.49666571,27.44214928,27.4617342,26.81908821
Germany,DEU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,0.646158248,1.070513935,1.495424054,1.968882247,1.861849459,1.736191813,1.177006799,1.047329806,1.512025543,2.139958637
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.98780488,80.43658537,80.53902439,80.4902439,81.0902439,80.64146341,80.9902439,80.99268293,80.89268293,..
Germany,DEU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,68.12416928,72.87810412,72.46144169,70.35843845,69.5536183,70.74252781,68.93065214,71.22851942,72.03080958,70.81752478
Germany,DEU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.35365069,1.281112196,1.311261447,1.223993716,1.182505896,1.177456492,1.189904265,1.234141102,1.233768757,..
Germany,DEU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,109.3693912,112.4225954,114.1126357,123.2334833,122.1971002,117.8176431,125.8854564,132.7148699,129.3242137,128.3570318
Germany,DEU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.2,4.1,4,4,3.9,3.9,3.9,3.9,3.9,3.8
Germany,DEU,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,96.02141222,93.1867196,92.59415204,94.55318432,97.07148096,99.84271789,102.0921799,100.2702736,99.08254332,..
Germany,DEU,Net migration,SM.POP.NETM,..,..,1938576,..,..,..,..,2719112,..,..
Germany,DEU,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,12788812790,15337123635,14637030444,16395715917,17075378095,15578082899,15197536776,15799985582,17024407728,16474116128
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,234.6069082,230.3046333,230.7506255,231.1557126,232.1080539,234.1536686,235.7129294,236.5954946,237.3075967,..
Germany,DEU,Population growth (annual %),SP.POP.GROW,-0.153198447,-1.853714629,0.187727801,0.272900215,0.416877359,0.865702644,0.807218539,0.37372456,0.300526702,0.273451074
Germany,DEU,"Population, total",SP.POP.TOTL,81776930,80274983,80425823,80645605,80982500,81686611,82348669,82657002,82905782,83132799
Germany,DEU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0,0,..,0,..,0,0,..,..,..
Germany,DEU,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,0.5,..,..,..
Germany,DEU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,102.01535,101.56688,98.65314,98.39869,97.28271,98.9183,97.9372,98.80514,..,..
Germany,DEU,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,27.99044611,28.32285154,28.55444376,28.54781511,28.50028865,28.39096126,28.35263712,28.68893279,29.05955382,..
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,102.99588,102.46656,101.6142,100.83825,100.53864,101.66745,102.67756,104.02236,..,..
Germany,DEU,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.96125,0.96001,0.96137,0.96446,0.96531,0.96611,0.96373,0.95765,..,..
Germany,DEU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,103.97484,103.76242,102.16761,100.81089,99.71072,98.82264,98.812,98.40928,..,..
Germany,DEU,Statistical Capacity score (Overall average),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Surface area (sq. km),AG.SRF.TOTL.K2,357126.9922,357140,357170,357340,357380,357408.9844,357580,357580,357580,..
Germany,DEU,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,11.19029793,11.48138523,11.62298611,11.61150337,11.4825632,11.41973618,11.27385852,11.47196139,11.50590395,..
Germany,DEU,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,38.72689503,38.78740347,38.78740347,..
Germany,DEU,Time required to start a business (days),IC.REG.DURS,14.5,14.5,14.5,14.5,14.5,10.5,8,8,8,8
Germany,DEU,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Urban population growth (annual %),SP.URB.GROW,0.100481934,-1.601972315,0.200687484,0.285857247,0.429833546,0.878656939,0.838301068,0.421625392,0.366515156,0.35619926
India,IND,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,34.6548,31.3534,28.052,25.077,22.102,19.127,16.152,13.177,12.0708,..
India,IND,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,17.02650901,17.19197043,16.84537707,17.14842354,16.79193451,16.17450839,16.36380044,16.3578103,15.40672606,15.96459824
India,IND,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,44.77869986,..,44.77869986,..,..,..,..,..
India,IND,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,81.1,..,81.4,..,..,..
India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.393273291,1.468910262,1.590942831,1.585648401,1.723311783,1.784333765,1.817783386,..,..,..
India,IND,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,53.5,..,..,..
India,IND,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
India,IND,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,640.3946031,696.8422411,723.2354613,764.1987416,804.5142281,..,..,..,..,..
India,IND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,561.6534027,577.9940611,599.1544142,605.7921412,636.5701556,..,..,..,..,..
India,IND,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,22.40093325,24.54040489,24.53443066,25.4308613,22.96796301,19.81318913,19.15823493,18.78268517,19.85265143,18.6619686
India,IND,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2.90428E+11,3.34399E+11,3.92576E+11,4.27245E+11,4.57507E+11,4.78834E+11,4.5551E+11,5.11484E+11,5.21391E+11,..
India,IND,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.581,2.506,2.439,2.381,2.333,2.295,2.266,2.243,2.222,..
India,IND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,27396885034,36498654598,23995685014,28153031270,34576643694,44009492130,44458571546,39966091359,42117450737,50605327354
India,IND,Forest area (sq. km),AG.LND.FRST.K2,697900,699683.9844,701467.9688,703252.0313,705036.0156,706820,708603.9844,..,..,..
India,IND,GDP (current US$),NY.GDP.MKTP.CD,1.67562E+12,1.82305E+12,1.82764E+12,1.85672E+12,2.03913E+12,2.10359E+12,2.2948E+12,2.65275E+12,2.71317E+12,2.87514E+12
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.497584702,5.241344743,5.456358951,6.386106401,7.410227605,7.996253444,8.256305844,7.043820855,6.119586841,5.023873428
India,IND,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1220,1360,1480,1520,1560,1600,1680,1830,2010,2130
India,IND,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,4190,4450,4800,4990,5170,5400,5720,6120,6580,6960
India,IND,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1.50574E+12,1.70443E+12,1.87099E+12,1.94112E+12,2.021E+12,2.0976E+12,2.22642E+12,2.44389E+12,2.71385E+12,2.91084E+12
India,IND,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5.1733E+12,5.56898E+12,6.0809E+12,6.39686E+12,6.70084E+12,7.07673E+12,7.57706E+12,8.19143E+12,8.89913E+12,9.50724E+12
India,IND,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,40.2202988,39.59041148,38.34741567,34.02320208,34.26780562,32.11673009,30.1726917,30.81897705,31.69840571,30.21392263
India,IND,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,7.67324606,7.765255968,7.428554057,8.689127199,9.096625709,7.990802432,7.645531085,7.352250954,9.007948621,..
India,IND,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,82,84,83,83,85,87,88,90,93,95
India,IND,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,26.85427325,31.08346055,31.25929107,28.41327065,25.95422274,22.10972468,20.92425082,21.94012611,23.55231807,21.35656851
India,IND,Income share held by lowest 20%,SI.DST.FRST.20,..,7.7,..,..,..,..,..,..,..,..
India,IND,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,30.72507823,30.16167771,29.3985277,28.40489956,27.6564012,27.34739144,26.61899997,26.47880966,26.12787514,24.88100771
India,IND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,10.52603086,8.7335779,7.934388476,6.186504001,3.331756917,2.279588589,3.237974366,3.77809911,4.555544363,2.310899451
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.693,67.13,67.545,67.931,68.286,68.607,68.897,69.165,69.416,..
India,IND,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,34.41028425,42.09247302,43.03489316,42.02271255,38.52647864,31.47394155,27.28741292,28.2410584,30.9322132,28.10389579
India,IND,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.707464042,2.651496681,2.537346604,2.472726714,2.496769881,2.40512747,2.506470751,2.509624558,2.419034342,..
India,IND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,60.94154381,71.49252962,68.31524817,69.19699374,72.86262075,76.40759943,85.14868348,87.31773719,86.94256319,84.27000876
India,IND,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,58.2,55.1,52,49.1,46.2,43.5,40.9,38.5,36.3,34.3
India,IND,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,93.47166416,89.99256996,90.08283332,92.44597165,93.82252823,104.2283051,108.1865157,103.7422529,97.91991919,..
India,IND,Net migration,SM.POP.NETM,..,..,-2350075,..,..,..,..,-2663434,..,..
India,IND,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,2831340088,3270219971,1681849976,2456340088,2991820068,3174350098,2678889893,3198389893,2453979980,..
India,IND,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,53479960083,62499075445,68820517838,69970360847,70388642797,68909693353,62744364090,68967175500,78790170929,83132078002
India,IND,Population density (people per sq. km of land area),EN.POP.DNST,415.1369976,420.5209654,425.7322236,430.7986133,435.762324,440.6554586,445.4843414,450.2432858,454.9380726,..
India,IND,Population growth (annual %),SP.POP.GROW,1.350339045,1.28857558,1.231622928,1.18301607,1.145623988,1.116633091,1.08988008,1.062597394,1.03732336,1.015106028
India,IND,"Population, total",SP.POP.TOTL,1234281170,1250288729,1265782790,1280846129,1295604184,1310152403,1324509589,1338658835,1352617328,1366417754
India,IND,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,21.2,..,..,..,..,..,..,..,..
India,IND,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,21.9,..,..,..,..,..,..,..,..
India,IND,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..
India,IND,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,29.4,36.3,..,33.4,..,..
India,IND,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,92.76336,..,96.20089,97.57112,97.71132,96.2307,94.37375,91.5993,..
India,IND,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,13.18359654,11.495993,12.59987278,12.60899341,11.55062064,12.41520952,13.20549448,12.85908255,..,..
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR,109.10137,108.32336,109.7613,110.58331,107.86441,108.48523,114.53832,112.95786,..,..
India,IND,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.98905,0.99853,1.0034,1.0725,1.06962,1.07018,1.09519,1.08402,..,..
India,IND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,63.1162,66.2507,69.01283,68.75912,74.14153,73.86563,75.0918,73.47688,75.16113,..
India,IND,Statistical Capacity score (Overall average),IQ.SCI.OVRL,81.11111111,76.66666667,75.55555556,73.33333333,81.11111111,77.7778,81.11113333,91.11113333,77.7778,75.55556667
India,IND,Surface area (sq. km),AG.SRF.TOTL.K2,3287260,3287260,3287260,3287260,3287259.063,3287259.063,3287259.063,3287259.063,3287259.063,..
India,IND,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,10.38803979,10.17738453,10.83677172,11.00162569,9.984654191,10.56970904,11.06599941,11.17992184,..,..
India,IND,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,3.479305985,3.479306895,3.479306895,..
India,IND,Time required to start a business (days),IC.REG.DURS,..,..,..,32.7,35,30,28.5,29.8,16.5,17.5
India,IND,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,6.819233274,6.413868913,6.713104064,8.074193503,18.62958901,11.20640117,17.26335861,10.08498649,11.36156077,..
India,IND,Urban population growth (annual %),SP.URB.GROW,2.46548964,2.401019936,2.369769079,2.342731786,2.329106445,2.322890672,2.317931183,2.314448126,2.308965478,2.305597113
Indonesia,IDN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,50.887,50.681,50.475,49.8548,49.2346,48.6144,47.9942,47.374,46.9052,..
Indonesia,IDN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,13.92921271,13.51228707,13.37397424,13.35669916,13.336755,13.49264356,13.47874855,13.15663085,12.81010713,12.71715358
Indonesia,IDN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,..,..,..,..,..,..,..
Indonesia,IDN,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,82.2,..,83.1,87.4,..,..,92.59,90.9,..,..
Indonesia,IDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.772951392,2.080522126,2.131724694,1.648142071,1.450032294,1.984452414,2.153758127,..,..,..
Indonesia,IDN,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,61,61.3,61.9,62,61.6,61.5,59.4,63.6,..,..
Indonesia,IDN,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,34.18243851,36.55014025,40.76803287,43.42926373,43.4238447,46.77406625,47.95567377,46.96393572,47.23324316,46.51130342
Indonesia,IDN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,635.9852761,680.2814172,733.3718268,773.9874699,811.9069049,..,..,..,..,..
Indonesia,IDN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,877.0756528,833.5620289,853.2083446,863.8176284,883.9182941,..,..,..,..,..
Indonesia,IDN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,24.29903094,26.32735309,24.59437879,23.92357638,23.6659846,21.16017926,19.08899385,20.17730444,20.97222057,18.40751558
Indonesia,IDN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1.98278E+11,2.19629E+11,2.52623E+11,2.63644E+11,2.9257E+11,3.07754E+11,3.19007E+11,3.53663E+11,3.79664E+11,..
Indonesia,IDN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.483,2.471,2.455,2.436,2.413,2.389,2.362,2.336,2.311,..
Indonesia,IDN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,15292009411,20564938227,21200778608,23281742362,25120732060,19779127977,4541713739,20510310832,18909826044,24581570011
Indonesia,IDN,Forest area (sq. km),AG.LND.FRST.K2,944320,937476.0156,930632.0313,923787.9688,916943.9844,910100,903256.0156,..,..,..
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,7.55094E+11,8.92969E+11,9.1787E+11,9.12524E+11,8.90815E+11,8.60854E+11,9.31877E+11,1.01562E+12,1.04224E+12,1.11919E+12
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.223854181,6.169784208,6.030050653,5.557263689,5.006668426,4.8763223,5.033069183,5.069785901,5.169705609,5.024714022
Indonesia,IDN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2530,3010,3580,3730,3620,3430,3400,3530,3850,4050
Indonesia,IDN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,8280,8840,9440,9770,9930,9910,10160,10590,11310,11930
Indonesia,IDN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,6.12254E+11,7.37717E+11,8.89279E+11,9.39755E+11,9.22996E+11,8.86547E+11,8.90494E+11,9.34208E+11,1.02924E+12,1.09722E+12
Indonesia,IDN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2.00221E+12,2.16777E+12,2.34531E+12,2.45927E+12,2.53433E+12,2.55988E+12,2.65703E+12,2.80242E+12,3.02602E+12,3.22957E+12
Indonesia,IDN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,32.88012145,32.98433326,35.07159361,33.83135679,34.60034391,34.06279218,33.8587393,33.7105948,34.55931126,33.76552073
Indonesia,IDN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,12.0320515,10.60525054,10.64661017,9.543955534,9.243644208,8.870209397,7.943640119,8.202632328,8.018395571,..
Indonesia,IDN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,78,80,82,87,86,87,88,90,89,88
Indonesia,IDN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,22.40224294,23.8526601,24.98851951,24.7137963,24.41419099,20.77746098,18.33234795,19.17819264,22.02972352,18.89588228
Indonesia,IDN,Income share held by lowest 20%,SI.DST.FRST.20,7.2,6.8,6.8,6.8,6.9,6.8,6.7,6.6,6.7,..
Indonesia,IDN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,42.77586634,43.91342343,43.59374442,42.63567744,41.92834213,40.0478624,39.30844398,39.3791548,39.73093165,38.9487536
Indonesia,IDN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,15.26429366,7.465943034,3.753878753,4.965990291,5.443174549,3.98024266,2.438924087,4.292678122,3.819740524,1.604535926
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.205,69.542,69.866,70.179,70.481,70.768,71.035,71.282,71.509,..
Indonesia,IDN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,38.86164341,42.65914651,41.58791957,40.45712164,39.79188691,34.04304562,30.06221749,32.0726653,35.39701897,30.22040619
Indonesia,IDN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.617587092,0.653776703,0.711549473,0.918769839,0.777855178,0.886971133,0.790694801,0.804336713,0.716442833,..
Indonesia,IDN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,87.36986824,101.9132298,113.4883118,124.392499,127.6154409,131.1804585,147.4150225,164.44059,119.3387219,127.4917065
Indonesia,IDN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,33.9,32.6,31.3,30.1,28.9,27.8,26.7,25.7,24.8,23.9
Indonesia,IDN,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,125.8767627,132.742044,127.7822556,121.1430831,120.6546268,121.1597294,122.4780187,127.9236548,123.8838628,..
Indonesia,IDN,Net migration,SM.POP.NETM,..,..,-454447,..,..,..,..,-494777,..,..
Indonesia,IDN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1323760010,358109985.4,69010002.14,69470001.22,-381940002.4,-28459999.08,-108279998.8,280010009.8,948520019.5,..
Indonesia,IDN,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,6916051073,6923970511,7212196578,7614419340,8551164469,9659168639,8906655811,8989529971,11215344812,11666395059
Indonesia,IDN,Population density (people per sq. km of land area),EN.POP.DNST,133.4942702,135.3059534,137.1475643,138.9989909,140.8330917,142.6294628,144.3798617,146.0864808,147.7521901,..
Indonesia,IDN,Population growth (annual %),SP.POP.GROW,1.337774157,1.347997889,1.351892192,1.340921601,1.310876905,1.267465577,1.219765616,1.175102592,1.133769861,1.100584587
Indonesia,IDN,"Population, total",SP.POP.TOTL,241834215,245116206,248452413,251806402,255129004,258383256,261554226,264645886,267663435,270625568
Indonesia,IDN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,15.7,13.3,11.6,9.4,7.9,7.2,6.5,5.7,4.6,..
Indonesia,IDN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,13.3,12.5,12,11.4,11.3,11.2,10.9,10.6,9.8,..
Indonesia,IDN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..
Indonesia,IDN,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,18.6,..,..,19.9,..,..,..,..,17.7,..
Indonesia,IDN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,100.58909,..,103.09826,101.14563,103.45153,..,..,100.82592,102.33484,..
Indonesia,IDN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,14.45685851,15.39553988,15.46843732,15.00494556,14.61652911,12.96669934,12.47382327,12.17664757,12.99367389,..
Indonesia,IDN,"School enrollment, primary (% gross)",SE.PRM.ENRR,109.15034,109.17983,109.27342,106.84159,106.0734,105.96024,105.60988,105.91143,106.41082,..
Indonesia,IDN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02081,1.02226,1.00822,0.98449,0.98228,0.98564,0.9959,0.99365,0.9934,..
Indonesia,IDN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,76.42625,79.11448,80.45233,82.63764,82.68238,86.12275,84.95212,87.05922,88.91017,..
Indonesia,IDN,Statistical Capacity score (Overall average),IQ.SCI.OVRL,86.66666667,83.33333333,83.33333333,80,83.33333333,84.44446667,86.66666667,86.66666667,85.55556667,88.8889
Indonesia,IDN,Surface area (sq. km),AG.SRF.TOTL.K2,1910930,1910930,1910930,1910930,1910930.938,1913580,1913580,1913580,1913580,..
Indonesia,IDN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,10.53748506,11.15812785,11.38058994,11.28530146,10.83552375,10.75348778,10.3363487,9.87729308,10.23044948,..
Indonesia,IDN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,5.063359019,5.268233446,5.268233446,..
Indonesia,IDN,Time required to start a business (days),IC.REG.DURS,..,..,..,77,53.9,49.3,26.3,24.5,21,12.6
Indonesia,IDN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,18.72754396,14.41399914,17.42620476,19.94706369,29.9172453,34.60594268,37.48033118,29.43949753,26.00365951,..
Indonesia,IDN,Urban population growth (annual %),SP.URB.GROW,2.912800958,2.703120873,2.688897234,2.656436992,2.611210676,2.547356187,2.479777584,2.408459094,2.344869515,2.286475882
Italy,ITA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,6.336,6.115,5.894,5.7632,5.6324,5.5016,5.3708,5.24,5.11,..
Italy,ITA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.775514538,1.883426278,1.970753135,2.144589807,1.99786089,2.065236762,1.928373307,1.972684673,1.966228358,1.93432312
Italy,ITA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,29.45205479,..,..,..,..,..,..,..
Italy,ITA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.9,99.9,..,99.9,99.9,..,..,..,..,..
Italy,ITA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.83837457,6.702557614,6.205413858,5.732941879,5.270866786,..,..,..,..,..
Italy,ITA,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,65.1,..,..,..,..,..,..
Italy,ITA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Italy,ITA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,5493.711037,5514.803615,5397.741477,5159.183655,5002.40668,..,..,..,..,..
Italy,ITA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2930.588524,2828.404891,2709.297728,2579.472543,2414.484002,2481.754645,..,..,..,..
Italy,ITA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,25.07404985,26.87246347,28.37924284,28.63324308,29.10882819,29.71598237,29.32789075,30.73373332,31.45174395,31.60569707
Italy,ITA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
Italy,ITA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.46,1.44,1.43,1.39,1.37,1.35,1.34,1.32,1.29,..
